"LocationKey","Lat","Long","crime.weight.theft","crime.weight.vehicle","crime.weight.violent"
542,51.51203665,-0.18628914,99.2953678278335,99.7474347806138,99.4050147915345
543,51.51132632,-0.18603449,99.1687861581899,99.5396859960628,99.3883247621991
544,51.51180996,-0.18755016,99.5122300706807,99.5517992210049,99.7549157438202
545,51.51713259,-0.18841816,96.4298471450358,96.5386872085504,97.4712842698358
546,51.51141142,-0.18738994,99.4540819190489,99.4846337600306,99.705465253333
547,51.51428729,-0.18783585,99.0208773293162,98.9101618392684,99.5420797975053
548,51.51485719,-0.18800297,98.6588719587118,98.553369845253,99.2731514096417
549,51.51222608,-0.18685889,99.4949933015789,99.7651406885685,99.6042656603474
550,51.51172834,-0.18883873,99.225957997188,98.9640984571046,99.796134822932
551,51.51141715,-0.18952741,98.8189708572339,98.8696114479728,99.5147298023241
552,51.51098761,-0.19026344,98.3417170063294,98.9493504063943,99.0621168962502
553,51.51249751,-0.18976259,98.8060651014062,99.2413576461737,99.4445088501246
554,51.51210172,-0.19202436,98.272805727993,99.666970776076,99.1914232063087
555,51.51253553,-0.1894948,98.9676315986558,99.1093650747127,99.5090900231853
556,51.51244961,-0.18950153,98.966279026557,99.1074759362357,99.517985622029
557,51.51222869,-0.19138414,98.0399667078762,99.6565080364312,99.2834507243181
558,51.51279301,-0.19350826,98.0017945298196,99.6823787798406,98.9643276227525
559,51.51044075,-0.19171512,99.0444612235629,99.130413617595,99.2650279733628
560,51.51545397,-0.18342521,95.9388122993008,98.2564506445853,97.0896915610406
561,51.51449387,-0.18165632,97.9677574620321,98.4362871069583,97.8287306886991
562,51.51399681,-0.18035993,98.8814118401181,99.2761754992489,98.8800735425616
563,51.51361775,-0.18986426,98.5281606998754,99.1492936668939,99.4142844807895
564,51.51522723,-0.19121121,96.5232986849252,98.8594473579363,99.2731862223115
565,51.51422605,-0.19046769,97.8276466738398,99.1467553254083,99.4793440915024
566,51.51371757,-0.18965506,98.6262399692396,99.0144546383787,99.3474502565806
567,51.51201476,-0.19097509,98.1024526376271,99.5643264419914,99.2308625407946
568,51.51792659,-0.19369958,93.684842501093,96.258132110814,96.4620135436162
569,51.51611831,-0.19538605,97.1738260635571,97.4901176958929,97.2757203282416
570,51.51413289,-0.19372392,96.7404711908675,99.2928815048288,98.7426761864702
571,51.51215687,-0.19310092,98.3787332677427,99.8211912592481,99.2871275686579
572,51.51586006,-0.19412232,95.9041717915287,98.1961490041766,97.9272390551899
573,51.51769487,-0.1938379,94.1223105989959,96.5009303972213,96.6302491142342
574,51.5160443,-0.19320255,94.5154624626302,98.402106220915,98.4032458003515
575,51.51600947,-0.19287175,94.1322165190053,98.4922378553999,98.5766604823302
576,51.51502109,-0.1928356,95.3488235605406,99.161728668862,99.0723765958671
577,51.51685635,-0.19241252,93.5424578397579,97.749081535964,98.0977389072186
578,51.51304849,-0.15620268,99.6719013496441,98.1371818361546,99.6012316326675
579,51.51494475,-0.19182811,96.041262114532,99.177184550951,99.3940187015169
580,51.51389344,-0.19160841,96.9042309522516,99.5583079165417,99.6649491137455
581,51.51386248,-0.19353302,96.9987146832406,99.4454591989106,98.8636418439859
582,51.5140017,-0.19303845,96.7075004202336,99.5557512553799,99.148383972606
583,51.51359751,-0.19202332,96.9385747074318,99.6978757019746,99.5377467960273
584,51.51353323,-0.19195688,97.0023002882551,99.6949424057775,99.5450053158501
585,51.51305752,-0.19168697,97.4355044118842,99.7048699689156,99.5048279683396
586,51.51290087,-0.19298802,97.7917598143201,99.7454234666092,99.0593472863499
587,51.51322631,-0.19334504,97.5903597386535,99.6388960050932,98.929648722896
588,51.51336682,-0.19108463,97.6117895431719,99.608491857843,99.656328496342
589,51.51908784,-0.19483034,93.6107906896668,94.0542985856087,94.068601705743
590,51.51805567,-0.20040422,96.7422042447802,97.1495565430271,97.6311129891224
591,51.51876305,-0.19989079,95.9319966553284,96.3169669859076,96.6261977112563
592,51.51848673,-0.20084706,96.1054757765077,96.5101620064148,97.3324573426097
594,51.51829835,-0.19760839,96.5208719456723,96.7989559316393,95.1456098183374
595,51.51832465,-0.19582677,95.550318839744,95.7975404797485,94.3036075230103
596,51.51689823,-0.19939158,98.0621395624207,98.4541367468557,98.000975788653
597,51.51709899,-0.19787796,97.8618530638464,98.1642101267272,96.5280221809227
598,51.51737452,-0.19663158,97.1319993954691,97.3980746192908,95.743702498036
599,51.51681416,-0.1990913,98.1616518206518,98.5364248676643,97.8258008166948
600,51.51582286,-0.19869695,98.8727837240973,99.2404458537373,98.010212572502
601,51.5159686,-0.19788312,98.7117138692878,99.0305554421543,97.6030982022925
602,51.51571784,-0.19696162,98.5216427339239,98.8165526833048,97.7726641810823
603,51.50711703,-0.14092825,95.9594844888924,95.1453625604105,96.302341859548
604,51.51567179,-0.19584854,97.8122159895417,98.0943355093491,97.7961902232101
605,51.51558024,-0.19826107,98.9866870353454,99.3308697132444,98.0211715874101
606,51.51505132,-0.19931789,99.1790001155436,99.6136890657867,98.6698159500628
607,51.51498303,-0.19713997,98.8981031703865,99.2218780946716,98.4434877624333
608,51.51462796,-0.19882273,99.3606584595397,99.7732121597045,98.7609499594561
609,51.52009048,-0.20159836,93.3998245541044,93.7845296052367,95.3276302155406
610,51.52257921,-0.17949696,87.7204557402661,88.9174288456181,86.5895220602105
611,51.5233929,-0.15883821,86.6855229484938,88.04081725073,88.206302336163
612,51.49635304,-0.12928712,92.6587589104348,91.9724947989001,91.1891721061826
613,51.4931968,-0.14585653,99.2448525470815,98.8190842507515,98.8994924105135
614,51.51965825,-0.17671745,94.9654211594086,94.1837373187982,93.6650437540006
615,51.51297043,-0.18763038,99.5473396020941,99.4541012437208,99.8485628969336
617,51.52709981,-0.21310225,74.7486953128232,73.9500622318534,75.2344062642752
618,51.51263611,-0.14151688,97.0718791387805,97.5198494124841,97.567234802975
620,51.51977885,-0.15653603,95.2286463940852,93.023237732333,95.4425446401997
